topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50,class_atr
0.000121951,0.000121951,0.010144684,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.062109219,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.104828033,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.711818752,0.07996178,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.025771679,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,0.000121951,negative
0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.033850163,0.000465116,0.855529131,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.088760241,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,negative
0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.094554824,0.00031746,0.00031746,0.00031746,0.057092834,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.65165014,0.00031746,0.182099029,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,negative
0.000152672,0.000152672,0.000152672,0.000152672,0.992519084,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,negative
6.78E-05,6.78E-05,6.78E-05,6.78E-05,0.722666877,6.78E-05,6.78E-05,0.221528597,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,0.052618085,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,6.78E-05,negative
0.000224719,0.000224719,0.000224719,0.262032694,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.183677066,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.248224503,0.000224719,0.000224719,0.162837312,0.000224719,0.000224719,0.000224719,0.133116065,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,negative
3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,0.016397701,3.83E-05,3.83E-05,3.83E-05,3.83E-05,0.687965575,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,0.002586573,3.83E-05,0.277963244,3.83E-05,0.002971151,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,0.010429932,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,3.83E-05,negative
0.68664958,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,0.310161052,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,negative
0.000120482,0.000120482,0.000120482,0.000120482,0.067196264,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.015195935,0.000120482,0.000120482,0.103827677,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.029651105,0.271267899,0.000120482,0.000120482,0.000120482,0.034278493,0.000120482,0.000120482,0.000120482,0.000120482,0.316654435,0.000120482,0.156867952,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,negative
8.70E-05,8.70E-05,8.70E-05,8.70E-05,0.909683148,0.086142939,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,8.70E-05,negative
0.000136054,0.000136054,0.000136054,0.000136054,0.173779156,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.013443647,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.580696276,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.225822418,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,0.000136054,negative
0.000212766,0.000212766,0.000212766,0.000212766,0.694140687,0.000212766,0.000212766,0.033544172,0.025677274,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.023690931,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.015835146,0.107270931,0.000212766,0.000212766,0.000212766,0.000212766,0.090691923,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,negative
9.95E-05,9.95E-05,9.95E-05,9.95E-05,0.210034084,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,0.292071873,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,0.188087617,9.95E-05,9.95E-05,9.95E-05,9.95E-05,9.95E-05,0.305229312,9.95E-05,negative
0.00030303,0.00030303,0.00030303,0.00030303,0.58227205,0.00030303,0.00030303,0.00030303,0.00030303,0.379587345,0.00030303,0.02389818,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,0.00030303,negative
0.000124224,0.000124224,0.000124224,0.000124224,0.629491967,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.102031565,0.000124224,0.000124224,0.022578212,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.180854701,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.059453492,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,0.000124224,negative
5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,0.625518189,5.46E-05,5.46E-05,0.029987666,5.46E-05,5.46E-05,0.090515885,5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,0.142414272,5.46E-05,0.022441252,0.034404815,5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,0.017035396,5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,0.035387443,5.46E-05,5.46E-05,5.46E-05,5.46E-05,negative
4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,0.937970444,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,0.042443049,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,4.65E-05,0.017400461,4.65E-05,4.65E-05,4.65E-05,4.65E-05,negative
0.00015873,0.00015873,0.00015873,0.25515475,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.027687147,0.07861477,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.00015873,0.220193711,0.00015873,0.00015873,0.085671347,0.00015873,0.325694149,0.00015873,0.00015873,negative
0.000208333,0.000208333,0.000208333,0.000208333,0.72027499,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.228010152,0.000208333,0.041923191,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,negative
0.516538144,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.477643674,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,0.000121212,negative
0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.110081362,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.883251972,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,0.000138889,negative
0.000141844,0.000141844,0.000141844,0.143364926,0.000141844,0.000141844,0.000141844,0.000141844,0.695055741,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.154912666,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,negative
0.18254282,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.201776617,0.000163934,0.000163934,0.000163934,0.000163934,0.257186131,0.000163934,0.350953448,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,0.000163934,negative
0.000571429,0.000571429,0.000571429,0.000571429,0.506363885,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.308232821,0.000571429,0.000571429,0.158546151,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,0.000571429,negative
5.09E-05,5.09E-05,5.09E-05,5.09E-05,0.023109794,5.09E-05,5.09E-05,5.09E-05,0.010579446,5.09E-05,5.09E-05,0.620306262,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,0.322863838,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,0.009648035,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,5.09E-05,0.011253439,5.09E-05,5.09E-05,negative
8.44E-05,8.44E-05,8.44E-05,8.44E-05,0.053240848,0.07383042,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,0.455079525,0.012184906,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,0.03627346,8.44E-05,8.44E-05,0.02883235,8.44E-05,0.03647879,0.121104215,0.065312319,0.090102068,8.44E-05,8.44E-05,8.44E-05,0.024269961,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,negative
9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,0.015720548,9.76E-05,9.76E-05,9.76E-05,0.038243386,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,0.015633565,9.76E-05,9.76E-05,9.76E-05,0.000163081,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,0.860638973,0.065307765,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,negative
8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,0.057757722,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,0.938191645,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,8.44E-05,negative
0.000196078,0.000196078,0.000196078,0.000196078,0.068005919,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.253286723,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.095752009,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.179989509,0.000196078,0.000196078,0.112646331,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.281692058,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,negative
0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.147178761,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.431657804,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.00017094,0.285803222,0.00017094,0.00017094,0.127496964,0.00017094,0.00017094,0.00017094,negative
6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,0.979918332,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,0.0170628,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,negative
0.445143873,0.000224719,0.000224719,0.000224719,0.480531843,0.000224719,0.000224719,0.063762487,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,0.000224719,negative
9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,0.153813804,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,0.363882643,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,0.477740446,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,9.71E-05,negative
0.000208333,0.166847633,0.000208333,0.000208333,0.353929131,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.315721138,0.000208333,0.000208333,0.000208333,0.099213086,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.054914012,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,0.000208333,negative
7.66E-05,7.66E-05,7.66E-05,0.566955256,0.182520662,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,0.023603066,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,0.223396111,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,negative
8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,0.528889292,8.37E-05,0.402605102,8.37E-05,0.064572551,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,8.37E-05,negative
0.057473944,8.73E-05,8.73E-05,8.73E-05,0.243979734,8.73E-05,8.73E-05,8.73E-05,0.106316496,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,0.195316506,0.069336343,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,0.083786434,8.73E-05,8.73E-05,0.240035084,8.73E-05,8.73E-05,8.73E-05,8.73E-05,negative
9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,0.306694809,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,0.422015949,9.30E-05,9.30E-05,0.173733738,9.30E-05,9.30E-05,9.30E-05,9.30E-05,0.068651582,9.30E-05,9.30E-05,0.024717876,9.30E-05,9.30E-05,9.30E-05,9.30E-05,9.30E-05,negative
0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.017202229,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.349780272,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.090975994,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.418078336,0.000134228,0.000134228,0.000134228,0.117922901,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,0.000134228,negative
4.09E-05,4.09E-05,4.09E-05,4.09E-05,0.132364894,4.09E-05,4.09E-05,0.026624058,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,0.195620765,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,0.008646873,4.09E-05,4.09E-05,0.012404573,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,0.048943374,0.481037496,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,0.092640175,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,negative
0.000165289,0.000165289,0.000165289,0.000165289,0.644488917,0.000165289,0.000165289,0.000165289,0.020980975,0.000165289,0.000165289,0.081060254,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.245866548,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,0.000165289,negative
8.77E-05,8.77E-05,8.77E-05,8.77E-05,0.035250847,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,0.075320333,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,8.77E-05,0.022412666,8.77E-05,8.77E-05,8.77E-05,8.77E-05,0.568327265,8.77E-05,8.77E-05,0.294741522,8.77E-05,8.77E-05,8.77E-05,8.77E-05,negative
